state_police,county_police,number_police,foreign_police
Alabama,Autauga,64,Alabama Autauga
Alabama,Baldwin,271,Alabama Baldwin
Alabama,Bibb,12,Alabama Bibb
Alabama,Blount,49,Alabama Blount
Alabama,Bullock,14,Alabama Bullock
Alabama,Butler,12,Alabama Butler
Alabama,Calhoun,57,Alabama Calhoun
Alabama,Chambers,55,Alabama Chambers
Alabama,Cherokee,42,Alabama Cherokee
Alabama,Chilton,167,Alabama Chilton
Alabama,Clarke,39,Alabama Clarke
Alabama,Clay,28,Alabama Clay
Alabama,Cleburne,27,Alabama Cleburne
Alabama,Coffee,43,Alabama Coffee
Alabama,Colbert,55,Alabama Colbert
Alabama,Coosa,22,Alabama Coosa
Alabama,Covington,27,Alabama Covington
Alabama,Crenshaw,10,Alabama Crenshaw
Alabama,Cullman,135,Alabama Cullman
Alabama,Dale,40,Alabama Dale
Alabama,Dallas,50,Alabama Dallas
Alabama,De Kalb,103,Alabama De Kalb
Alabama,Elmore,88,Alabama Elmore
Alabama,Escambia,64,Alabama Escambia
Alabama,Etowah,156,Alabama Etowah
Alabama,Franklin,47,Alabama Franklin
Alabama,Geneva,27,Alabama Geneva
Alabama,Greene,29,Alabama Greene
Alabama,Hale,11,Alabama Hale
Alabama,Henry,15,Alabama Henry
Alabama,Houston,95,Alabama Houston
Alabama,Jackson,81,Alabama Jackson
Alabama,Jefferson,655,Alabama Jefferson
Alabama,Lamar,20,Alabama Lamar
Alabama,Lauderdale,44,Alabama Lauderdale
Alabama,Lawrence,48,Alabama Lawrence
Alabama,Lee,154,Alabama Lee
Alabama,Limestone,102,Alabama Limestone
Alabama,Lowndes,39,Alabama Lowndes
Alabama,Macon,38,Alabama Macon
Alabama,Madison,342,Alabama Madison
Alabama,Marengo,24,Alabama Marengo
Alabama,Marshall,71,Alabama Marshall
Alabama,Mobile,483,Alabama Mobile
Alabama,Monroe,53,Alabama Monroe
Alabama,Montgomery,177,Alabama Montgomery
Alabama,Morgan,185,Alabama Morgan
Alabama,Perry,17,Alabama Perry
Alabama,Pickens,32,Alabama Pickens
Alabama,Pike,30,Alabama Pike
Alabama,Randolph,43,Alabama Randolph
Alabama,Russell,91,Alabama Russell
Alabama,Shelby,213,Alabama Shelby
Alabama,St. Clair,49,Alabama St. Clair
Alabama,Sumter,22,Alabama Sumter
Alabama,Talladega,102,Alabama Talladega
Alabama,Tallapoosa,54,Alabama Tallapoosa
Alabama,Tuscaloosa,199,Alabama Tuscaloosa
Alabama,Walker,81,Alabama Walker
Alabama,Washington,13,Alabama Washington
Alabama,Winston,22,Alabama Winston
Arizona,Apache,76,Arizona Apache
Arizona,Cochise,200,Arizona Cochise
Arizona,Gila,143,Arizona Gila
Arizona,Graham,75,Arizona Graham
Arizona,La Paz,85,Arizona La Paz
Arizona,Maricopa,"3,323",Arizona Maricopa
Arizona,Mohave,251,Arizona Mohave
Arizona,Navajo,137,Arizona Navajo
Arizona,Pima,"1,444",Arizona Pima
Arizona,Pinal,624,Arizona Pinal
Arizona,Santa Cruz,96,Arizona Santa Cruz
Arizona,Yavapai,167,Arizona Yavapai
Arizona,Yuma,334,Arizona Yuma
Arkansas,Arkansas,48,Arkansas Arkansas
Arkansas,Ashley,43,Arkansas Ashley
Arkansas,Baxter,50,Arkansas Baxter
Arkansas,Benton,206,Arkansas Benton
Arkansas,Boone,51,Arkansas Boone
Arkansas,Bradley,5,Arkansas Bradley
Arkansas,Calhoun,11,Arkansas Calhoun
Arkansas,Carroll,20,Arkansas Carroll
Arkansas,Chicot,8,Arkansas Chicot
Arkansas,Clark,26,Arkansas Clark
Arkansas,Clay,24,Arkansas Clay
Arkansas,Cleburne,39,Arkansas Cleburne
Arkansas,Cleveland,13,Arkansas Cleveland
Arkansas,Columbia,35,Arkansas Columbia
Arkansas,Conway,35,Arkansas Conway
Arkansas,Craighead,105,Arkansas Craighead
Arkansas,Crawford,60,Arkansas Crawford
Arkansas,Crittenden,138,Arkansas Crittenden
Arkansas,Cross,37,Arkansas Cross
Arkansas,Dallas,26,Arkansas Dallas
Arkansas,Desha,7,Arkansas Desha
Arkansas,Drew,11,Arkansas Drew
Arkansas,Faulkner,151,Arkansas Faulkner
Arkansas,Franklin,19,Arkansas Franklin
Arkansas,Fulton,13,Arkansas Fulton
Arkansas,Garland,122,Arkansas Garland
Arkansas,Grant,17,Arkansas Grant
Arkansas,Greene,48,Arkansas Greene
Arkansas,Hempstead,51,Arkansas Hempstead
Arkansas,Hot Spring,23,Arkansas Hot Spring
Arkansas,Howard,23,Arkansas Howard
Arkansas,Independence,72,Arkansas Independence
Arkansas,Izard,26,Arkansas Izard
Arkansas,Jackson,21,Arkansas Jackson
Arkansas,Jefferson,164,Arkansas Jefferson
Arkansas,Johnson,34,Arkansas Johnson
Arkansas,Lafayette,16,Arkansas Lafayette
Arkansas,Lawrence,25,Arkansas Lawrence
Arkansas,Lee,10,Arkansas Lee
Arkansas,Lincoln,20,Arkansas Lincoln
Arkansas,Little River,17,Arkansas Little River
Arkansas,Logan,26,Arkansas Logan
Arkansas,Lonoke,45,Arkansas Lonoke
Arkansas,Madison,18,Arkansas Madison
Arkansas,Marion,20,Arkansas Marion
Arkansas,Miller,71,Arkansas Miller
Arkansas,Mississippi,91,Arkansas Mississippi
Arkansas,Monroe,14,Arkansas Monroe
Arkansas,Montgomery,19,Arkansas Montgomery
Arkansas,Nevada,17,Arkansas Nevada
Arkansas,Newton,11,Arkansas Newton
Arkansas,Ouachita,37,Arkansas Ouachita
Arkansas,Perry,18,Arkansas Perry
Arkansas,Phillips,19,Arkansas Phillips
Arkansas,Pike,20,Arkansas Pike
Arkansas,Poinsett,41,Arkansas Poinsett
Arkansas,Polk,22,Arkansas Polk
Arkansas,Pope,82,Arkansas Pope
Arkansas,Prairie,17,Arkansas Prairie
Arkansas,Pulaski,468,Arkansas Pulaski
Arkansas,Randolph,19,Arkansas Randolph
Arkansas,Saline,84,Arkansas Saline
Arkansas,Scott,18,Arkansas Scott
Arkansas,Searcy,13,Arkansas Searcy
Arkansas,Sebastian,144,Arkansas Sebastian
Arkansas,Sevier,28,Arkansas Sevier
Arkansas,Sharp,30,Arkansas Sharp
Arkansas,St. Francis,41,Arkansas St. Francis
Arkansas,Stone,20,Arkansas Stone
Arkansas,Union,57,Arkansas Union
Arkansas,Van Buren,32,Arkansas Van Buren
Arkansas,Washington,291,Arkansas Washington
Arkansas,White,96,Arkansas White
Arkansas,Woodruff,17,Arkansas Woodruff
Arkansas,Yell,26,Arkansas Yell
California,Alameda,"1,635",California Alameda
California,Alpine,18,California Alpine
California,Amador,89,California Amador
California,Butte,258,California Butte
California,Calaveras,95,California Calaveras
California,Colusa,69,California Colusa
California,Contra Costa,952,California Contra Costa
California,Del Norte,63,California Del Norte
California,El Dorado,346,California El Dorado
California,Fresno,891,California Fresno
California,Glenn,68,California Glenn
California,Humboldt,227,California Humboldt
California,Imperial,271,California Imperial
California,Inyo,53,California Inyo
California,Kern,"1,091",California Kern
California,Kings,214,California Kings
California,Lake,153,California Lake
California,Lassen,94,California Lassen
California,Los Angeles,"16,990",California Los Angeles
California,Madera,104,California Madera
California,Marin,296,California Marin
California,Mariposa,69,California Mariposa
California,Mendocino,156,California Mendocino
California,Merced,250,California Merced
California,Modoc,26,California Modoc
California,Mono,51,California Mono
California,Monterey,412,California Monterey
California,Napa,129,California Napa
California,Nevada,185,California Nevada
California,Orange,"3,511",California Orange
California,Placer,403,California Placer
California,Plumas,63,California Plumas
California,Riverside,"3,805",California Riverside
California,Sacramento,"1,897",California Sacramento
California,San Benito,68,California San Benito
California,San Bernardino,"3,310",California San Bernardino
California,San Diego,"3,675",California San Diego
California,San Francisco,"1,065",California San Francisco
California,San Joaquin,699,California San Joaquin
California,San Luis Obispo,358,California San Luis Obispo
California,San Mateo,603,California San Mateo
California,Santa Barbara,605,California Santa Barbara
California,Santa Clara,690,California Santa Clara
California,Santa Cruz,313,California Santa Cruz
California,Shasta,210,California Shasta
California,Sierra,15,California Sierra
California,Siskiyou,99,California Siskiyou
California,Solano,394,California Solano
California,Sonoma,655,California Sonoma
California,Stanislaus,557,California Stanislaus
California,Sutter,137,California Sutter
California,Tehama,112,California Tehama
California,Trinity,31,California Trinity
California,Tulare,662,California Tulare
California,Tuolumne,128,California Tuolumne
California,Ventura,"1,205",California Ventura
California,Yolo,236,California Yolo
California,Yuba,168,California Yuba
Colorado,Adams,508,Colorado Adams
Colorado,Alamosa,38,Colorado Alamosa
Colorado,Arapahoe,531,Colorado Arapahoe
Colorado,Archuleta,37,Colorado Archuleta
Colorado,Baca,11,Colorado Baca
Colorado,Bent,18,Colorado Bent
Colorado,Boulder,361,Colorado Boulder
Colorado,Chaffee,45,Colorado Chaffee
Colorado,Cheyenne,10,Colorado Cheyenne
Colorado,Clear Creek,72,Colorado Clear Creek
Colorado,Conejos,23,Colorado Conejos
Colorado,Costilla,7,Colorado Costilla
Colorado,Crowley,11,Colorado Crowley
Colorado,Custer,20,Colorado Custer
Colorado,Delta,64,Colorado Delta
Colorado,Dolores,7,Colorado Dolores
Colorado,Douglas,425,Colorado Douglas
Colorado,Eagle,79,Colorado Eagle
Colorado,El Paso,599,Colorado El Paso
Colorado,Elbert,33,Colorado Elbert
Colorado,Fremont,83,Colorado Fremont
Colorado,Garfield,136,Colorado Garfield
Colorado,Gilpin,44,Colorado Gilpin
Colorado,Grand,48,Colorado Grand
Colorado,Gunnison,30,Colorado Gunnison
Colorado,Hinsdale,4,Colorado Hinsdale
Colorado,Huerfano,24,Colorado Huerfano
Colorado,Jackson,7,Colorado Jackson
Colorado,Jefferson,801,Colorado Jefferson
Colorado,Kiowa,7,Colorado Kiowa
Colorado,Kit Carson,23,Colorado Kit Carson
Colorado,La Plata,129,Colorado La Plata
Colorado,Lake,20,Colorado Lake
Colorado,Larimer,370,Colorado Larimer
Colorado,Las Animas,32,Colorado Las Animas
Colorado,Lincoln,20,Colorado Lincoln
Colorado,Logan,51,Colorado Logan
Colorado,Mesa,220,Colorado Mesa
Colorado,Mineral,4,Colorado Mineral
Colorado,Moffat,38,Colorado Moffat
Colorado,Montezuma,76,Colorado Montezuma
Colorado,Montrose,118,Colorado Montrose
Colorado,Morgan,54,Colorado Morgan
Colorado,Otero,22,Colorado Otero
Colorado,Ouray,7,Colorado Ouray
Colorado,Park,56,Colorado Park
Colorado,Phillips,4,Colorado Phillips
Colorado,Pitkin,44,Colorado Pitkin
Colorado,Prowers,31,Colorado Prowers
Colorado,Pueblo,314,Colorado Pueblo
Colorado,Rio Blanco,32,Colorado Rio Blanco
Colorado,Rio Grande,31,Colorado Rio Grande
Colorado,Routt,47,Colorado Routt
Colorado,Saguache,19,Colorado Saguache
Colorado,San Juan,4,Colorado San Juan
Colorado,San Miguel,31,Colorado San Miguel
Colorado,Sedgwick,9,Colorado Sedgwick
Colorado,Summit,58,Colorado Summit
Colorado,Teller,74,Colorado Teller
Colorado,Washington,44,Colorado Washington
Colorado,Weld,329,Colorado Weld
Colorado,Yuma,20,Colorado Yuma
Delaware,New Castle County Police Department,464,Delaware New Castle County Police Department
Florida,Alachua,810,Florida Alachua
Florida,Baker,134,Florida Baker
Florida,Bay,276,Florida Bay
Florida,Bradford,37,Florida Bradford
Florida,Brevard,"1,176",Florida Brevard
Florida,Broward,"2,763",Florida Broward
Florida,Calhoun,28,Florida Calhoun
Florida,Charlotte,391,Florida Charlotte
Florida,Citrus,368,Florida Citrus
Florida,Clay,557,Florida Clay
Florida,Collier,928,Florida Collier
Florida,Columbia,167,Florida Columbia
Florida,DeSoto,81,Florida DeSoto
Florida,Dixie,75,Florida Dixie
Florida,Escambia,655,Florida Escambia
Florida,Flagler,175,Florida Flagler
Florida,Franklin,74,Florida Franklin
Florida,Gadsden,67,Florida Gadsden
Florida,Gilchrist,53,Florida Gilchrist
Florida,Glades,139,Florida Glades
Florida,Gulf,41,Florida Gulf
Florida,Hamilton,56,Florida Hamilton
Florida,Hardee,92,Florida Hardee
Florida,Hendry,150,Florida Hendry
Florida,Hernando,510,Florida Hernando
Florida,Highlands,321,Florida Highlands
Florida,Hillsborough,"3,365",Florida Hillsborough
Florida,Holmes,24,Florida Holmes
Florida,Indian River,476,Florida Indian River
Florida,Jackson,79,Florida Jackson
Florida,Jefferson,52,Florida Jefferson
Florida,Lafayette,25,Florida Lafayette
Florida,Lake,719,Florida Lake
Florida,Lee,933,Florida Lee
Florida,Leon,354,Florida Leon
Florida,Levy,152,Florida Levy
Florida,Liberty,20,Florida Liberty
Florida,Madison,46,Florida Madison
Florida,Manatee,980,Florida Manatee
Florida,Marion,830,Florida Marion
Florida,Martin,508,Florida Martin
Florida,Miami-Dade,"4,363",Florida Miami-Dade
Florida,Monroe,492,Florida Monroe
Florida,Nassau,220,Florida Nassau
Florida,Okaloosa,337,Florida Okaloosa
Florida,Okeechobee,112,Florida Okeechobee
Florida,Orange,"1,981",Florida Orange
Florida,Osceola,591,Florida Osceola
Florida,Palm Beach,"3,269",Florida Palm Beach
Florida,Pasco,"1,126",Florida Pasco
Florida,Pinellas,"1,329",Florida Pinellas
Florida,Polk,"1,572",Florida Polk
Florida,Putnam,222,Florida Putnam
Florida,Santa Rosa,256,Florida Santa Rosa
Florida,Sarasota,921,Florida Sarasota
Florida,Seminole,"1,080",Florida Seminole
Florida,St. Johns,540,Florida St. Johns
Florida,St. Lucie,618,Florida St. Lucie
Florida,Sumter,152,Florida Sumter
Florida,Suwannee,103,Florida Suwannee
Florida,Taylor,43,Florida Taylor
Florida,Union,19,Florida Union
Florida,Volusia,701,Florida Volusia
Florida,Wakulla,94,Florida Wakulla
Florida,Walton,235,Florida Walton
Florida,Washington,78,Florida Washington
Georgia,Augusta-Richmond,702,Georgia Augusta-Richmond
Georgia,Baldwin,119,Georgia Baldwin
Georgia,Barrow,190,Georgia Barrow
Georgia,Bartow,231,Georgia Bartow
Georgia,Ben Hill,54,Georgia Ben Hill
Georgia,Bibb,342,Georgia Bibb
Georgia,Bleckley,41,Georgia Bleckley
Georgia,Brantley,46,Georgia Brantley
Georgia,Brooks,42,Georgia Brooks
Georgia,Bulloch,114,Georgia Bulloch
Georgia,Butts,76,Georgia Butts
Georgia,Calhoun,16,Georgia Calhoun
Georgia,Camden,133,Georgia Camden
Georgia,Catoosa,138,Georgia Catoosa
Georgia,Charlton,33,Georgia Charlton
Georgia,Chatham,409,Georgia Chatham
Georgia,Cherokee,394,Georgia Cherokee
Georgia,Clarke,164,Georgia Clarke
Georgia,Clayton,342,Georgia Clayton
Georgia,Clayton County Police Department,363,Georgia Clayton County Police Department
Georgia,Cobb,748,Georgia Cobb
Georgia,Cobb County Police Department,720,Georgia Cobb County Police Department
Georgia,Coffee,114,Georgia Coffee
Georgia,Columbia,361,Georgia Columbia
Georgia,Coweta,219,Georgia Coweta
Georgia,Dade,27,Georgia Dade
Georgia,Dawson,117,Georgia Dawson
Georgia,DeKalb County Police Department,"1,331",Georgia DeKalb County Police Department
Georgia,Douglas,314,Georgia Douglas
Georgia,Early,42,Georgia Early
Georgia,Echols,9,Georgia Echols
Georgia,Elbert,58,Georgia Elbert
Georgia,Emanuel,31,Georgia Emanuel
Georgia,Evans,19,Georgia Evans
Georgia,Fannin,43,Georgia Fannin
Georgia,Fayette,222,Georgia Fayette
Georgia,Floyd,129,Georgia Floyd
Georgia,Floyd County Police Department,78,Georgia Floyd County Police Department
Georgia,Forsyth,363,Georgia Forsyth
Georgia,Franklin,52,Georgia Franklin
Georgia,Fulton,"1,066",Georgia Fulton
Georgia,Fulton County Police Department,191,Georgia Fulton County Police Department
Georgia,Gilmer,99,Georgia Gilmer
Georgia,Glynn,135,Georgia Glynn
Georgia,Glynn County Police Department,128,Georgia Glynn County Police Department
Georgia,Gordon,88,Georgia Gordon
Georgia,Greene,52,Georgia Greene
Georgia,Gwinnett County Police Department,"1,011",Georgia Gwinnett County Police Department
Georgia,Habersham,40,Georgia Habersham
Georgia,Hall,474,Georgia Hall
Georgia,Hancock,1,Georgia Hancock
Georgia,Harris,65,Georgia Harris
Georgia,Hart,37,Georgia Hart
Georgia,Heard,34,Georgia Heard
Georgia,Henry,277,Georgia Henry
Georgia,Henry County Police Department,271,Georgia Henry County Police Department
Georgia,Irwin,19,Georgia Irwin
Georgia,Jackson,151,Georgia Jackson
Georgia,Jeff Davis,40,Georgia Jeff Davis
Georgia,Jefferson,53,Georgia Jefferson
Georgia,Jenkins,16,Georgia Jenkins
Georgia,Johnson,21,Georgia Johnson
Georgia,Jones,72,Georgia Jones
Georgia,Lamar,56,Georgia Lamar
Georgia,Lanier,15,Georgia Lanier
Georgia,Laurens,105,Georgia Laurens
Georgia,Lee,69,Georgia Lee
Georgia,Liberty,115,Georgia Liberty
Georgia,Lowndes,225,Georgia Lowndes
Georgia,Lumpkin,69,Georgia Lumpkin
Georgia,Macon,10,Georgia Macon
Georgia,Madison,60,Georgia Madison
Georgia,McIntosh,65,Georgia McIntosh
Georgia,Meriwether,59,Georgia Meriwether
Georgia,Miller,18,Georgia Miller
Georgia,Monroe,97,Georgia Monroe
Georgia,Morgan,52,Georgia Morgan
Georgia,Murray,65,Georgia Murray
Georgia,Newton,242,Georgia Newton
Georgia,Oconee,89,Georgia Oconee
Georgia,Paulding,267,Georgia Paulding
Georgia,Peach,59,Georgia Peach
Georgia,Pickens,94,Georgia Pickens
Georgia,Pierce,29,Georgia Pierce
Georgia,Pike,52,Georgia Pike
Georgia,Polk County Police Department,38,Georgia Polk County Police Department
Georgia,Quitman,9,Georgia Quitman
Georgia,Rockdale,276,Georgia Rockdale
Georgia,Schley,8,Georgia Schley
Georgia,Seminole,25,Georgia Seminole
Georgia,Spalding,172,Georgia Spalding
Georgia,Stephens,71,Georgia Stephens
Georgia,Stewart,8,Georgia Stewart
Georgia,Sumter,105,Georgia Sumter
Georgia,Tattnall,37,Georgia Tattnall
Georgia,Taylor,28,Georgia Taylor
Georgia,Telfair,22,Georgia Telfair
Georgia,Thomas,77,Georgia Thomas
Georgia,Tift,113,Georgia Tift
Georgia,Towns,26,Georgia Towns
Georgia,Treutlen,19,Georgia Treutlen
Georgia,Troup,135,Georgia Troup
Georgia,Twiggs,41,Georgia Twiggs
Georgia,Union,37,Georgia Union
Georgia,Upson,63,Georgia Upson
Georgia,Walton,180,Georgia Walton
Georgia,Ware,123,Georgia Ware
Georgia,Washington,37,Georgia Washington
Georgia,Wheeler,9,Georgia Wheeler
Georgia,White,63,Georgia White
Georgia,Whitfield,197,Georgia Whitfield
Georgia,Wilcox,14,Georgia Wilcox
Georgia,Wilkes,33,Georgia Wilkes
Georgia,Wilkinson,27,Georgia Wilkinson
Georgia,Worth,35,Georgia Worth
Hawaii,Hawaii Police Department,536,Hawaii Hawaii Police Department
Hawaii,Kauai Police Department,175,Hawaii Kauai Police Department
Hawaii,Maui Police Department,460,Hawaii Maui Police Department
Idaho,Ada,396,Idaho Ada
Idaho,Adams,18,Idaho Adams
Idaho,Bannock,66,Idaho Bannock
Idaho,Bear Lake,12,Idaho Bear Lake
Idaho,Benewah,18,Idaho Benewah
Idaho,Bingham,55,Idaho Bingham
Idaho,Blaine,24,Idaho Blaine
Idaho,Boise,13,Idaho Boise
Idaho,Bonner,55,Idaho Bonner
Idaho,Bonneville,98,Idaho Bonneville
Idaho,Boundary,20,Idaho Boundary
Idaho,Butte,10,Idaho Butte
Idaho,Camas,6,Idaho Camas
Idaho,Canyon,249,Idaho Canyon
Idaho,Caribou,16,Idaho Caribou
Idaho,Cassia,53,Idaho Cassia
Idaho,Clark,7,Idaho Clark
Idaho,Clearwater,22,Idaho Clearwater
Idaho,Custer,14,Idaho Custer
Idaho,Elmore,43,Idaho Elmore
Idaho,Franklin,15,Idaho Franklin
Idaho,Fremont,25,Idaho Fremont
Idaho,Gem,24,Idaho Gem
Idaho,Gooding,18,Idaho Gooding
Idaho,Idaho,32,Idaho Idaho
Idaho,Jefferson,33,Idaho Jefferson
Idaho,Jerome,23,Idaho Jerome
Idaho,Kootenai,159,Idaho Kootenai
Idaho,Latah,38,Idaho Latah
Idaho,Lemhi,13,Idaho Lemhi
Idaho,Lewis,10,Idaho Lewis
Idaho,Lincoln,7,Idaho Lincoln
Idaho,Madison,33,Idaho Madison
Idaho,Minidoka,26,Idaho Minidoka
Idaho,Nez Perce,40,Idaho Nez Perce
Idaho,Oneida,13,Idaho Oneida
Idaho,Owyhee,20,Idaho Owyhee
Idaho,Payette,31,Idaho Payette
Idaho,Power,17,Idaho Power
Idaho,Shoshone,28,Idaho Shoshone
Idaho,Teton,24,Idaho Teton
Idaho,Twin Falls,69,Idaho Twin Falls
Idaho,Valley,30,Idaho Valley
Idaho,Washington,17,Idaho Washington
Illinois,Adams,57,Illinois Adams
Illinois,Alexander,5,Illinois Alexander
Illinois,Bond,19,Illinois Bond
Illinois,Boone,96,Illinois Boone
Illinois,Brown,6,Illinois Brown
Illinois,Bureau,38,Illinois Bureau
Illinois,Calhoun,10,Illinois Calhoun
Illinois,Carroll,25,Illinois Carroll
Illinois,Cass,8,Illinois Cass
Illinois,Champaign,59,Illinois Champaign
Illinois,Christian,35,Illinois Christian
Illinois,Clark,10,Illinois Clark
Illinois,Clay,17,Illinois Clay
Illinois,Clinton,35,Illinois Clinton
Illinois,Coles,46,Illinois Coles
Illinois,Cook,"6,729",Illinois Cook
Illinois,Crawford,21,Illinois Crawford
Illinois,Cumberland,14,Illinois Cumberland
Illinois,De Kalb,97,Illinois De Kalb
Illinois,De Witt,25,Illinois De Witt
Illinois,Douglas,30,Illinois Douglas
Illinois,Du Page,541,Illinois Du Page
Illinois,Edgar,19,Illinois Edgar
Illinois,Edwards,7,Illinois Edwards
Illinois,Effingham,48,Illinois Effingham
Illinois,Fayette,33,Illinois Fayette
Illinois,Ford,24,Illinois Ford
Illinois,Franklin,42,Illinois Franklin
Illinois,Fulton,39,Illinois Fulton
Illinois,Gallatin,4,Illinois Gallatin
Illinois,Greene,13,Illinois Greene
Illinois,Grundy,65,Illinois Grundy
Illinois,Hamilton,9,Illinois Hamilton
Illinois,Hancock,21,Illinois Hancock
Illinois,Hardin,6,Illinois Hardin
Illinois,Henderson,12,Illinois Henderson
Illinois,Henry,66,Illinois Henry
Illinois,Iroquois,21,Illinois Iroquois
Illinois,Jackson,75,Illinois Jackson
Illinois,Jasper,11,Illinois Jasper
Illinois,Jefferson,68,Illinois Jefferson
Illinois,Jersey,29,Illinois Jersey
Illinois,Jo Daviess,37,Illinois Jo Daviess
Illinois,Johnson,13,Illinois Johnson
Illinois,Kane,114,Illinois Kane
Illinois,Kankakee,200,Illinois Kankakee
Illinois,Kendall,117,Illinois Kendall
Illinois,Knox,60,Illinois Knox
Illinois,La Salle,113,Illinois La Salle
Illinois,Lake,499,Illinois Lake
Illinois,Lawrence,16,Illinois Lawrence
Illinois,Lee,39,Illinois Lee
Illinois,Livingston,60,Illinois Livingston
Illinois,Logan,30,Illinois Logan
Illinois,Macon,135,Illinois Macon
Illinois,Macoupin,46,Illinois Macoupin
Illinois,Madison,164,Illinois Madison
Illinois,Marion,35,Illinois Marion
Illinois,Marshall,18,Illinois Marshall
Illinois,Mason,21,Illinois Mason
Illinois,Massac,27,Illinois Massac
Illinois,McDonough,25,Illinois McDonough
Illinois,McHenry,420,Illinois McHenry
Illinois,McLean,135,Illinois McLean
Illinois,Menard,14,Illinois Menard
Illinois,Mercer,31,Illinois Mercer
Illinois,Monroe,30,Illinois Monroe
Illinois,Montgomery,39,Illinois Montgomery
Illinois,Morgan,30,Illinois Morgan
Illinois,Moultrie,11,Illinois Moultrie
Illinois,Ogle,70,Illinois Ogle
Illinois,Peoria,193,Illinois Peoria
Illinois,Perry,35,Illinois Perry
Illinois,Piatt,32,Illinois Piatt
Illinois,Pike,27,Illinois Pike
Illinois,Pope,6,Illinois Pope
Illinois,Pulaski,12,Illinois Pulaski
Illinois,Putnam,13,Illinois Putnam
Illinois,Randolph,35,Illinois Randolph
Illinois,Richland,23,Illinois Richland
Illinois,Rock Island,145,Illinois Rock Island
Illinois,Saline,47,Illinois Saline
Illinois,Sangamon,209,Illinois Sangamon
Illinois,Schuyler,8,Illinois Schuyler
Illinois,Scott,7,Illinois Scott
Illinois,Shelby,20,Illinois Shelby
Illinois,St. Clair,164,Illinois St. Clair
Illinois,Stark,13,Illinois Stark
Illinois,Stephenson,60,Illinois Stephenson
Illinois,Tazewell,110,Illinois Tazewell
Illinois,Union,17,Illinois Union
Illinois,Vermilion,94,Illinois Vermilion
Illinois,Wabash,8,Illinois Wabash
Illinois,Warren,21,Illinois Warren
Illinois,Washington,25,Illinois Washington
Illinois,Wayne,21,Illinois Wayne
Illinois,White,7,Illinois White
Illinois,Whiteside,49,Illinois Whiteside
Illinois,Will,602,Illinois Will
Illinois,Williamson,74,Illinois Williamson
Illinois,Winnebago,342,Illinois Winnebago
Illinois,Woodford,39,Illinois Woodford
Indiana,Bartholomew,91,Indiana Bartholomew
Indiana,Benton,19,Indiana Benton
Indiana,Blackford,30,Indiana Blackford
Indiana,Boone,60,Indiana Boone
Indiana,Brown,38,Indiana Brown
Indiana,Carroll,22,Indiana Carroll
Indiana,Cass,54,Indiana Cass
Indiana,Clark,143,Indiana Clark
Indiana,Clay,41,Indiana Clay
Indiana,Clinton,70,Indiana Clinton
Indiana,Crawford,14,Indiana Crawford
Indiana,Daviess,64,Indiana Daviess
Indiana,Dearborn,85,Indiana Dearborn
Indiana,Elkhart,212,Indiana Elkhart
Indiana,Floyd,102,Indiana Floyd
Indiana,Fulton,24,Indiana Fulton
Indiana,Gibson,43,Indiana Gibson
Indiana,Grant,114,Indiana Grant
Indiana,Greene,39,Indiana Greene
Indiana,Hamilton,240,Indiana Hamilton
Indiana,Hancock,71,Indiana Hancock
Indiana,Harrison,54,Indiana Harrison
Indiana,Hendricks,105,Indiana Hendricks
Indiana,Henry,62,Indiana Henry
Indiana,Huntington,39,Indiana Huntington
Indiana,Jackson,61,Indiana Jackson
Indiana,Jasper,53,Indiana Jasper
Indiana,Jay,43,Indiana Jay
Indiana,Jefferson,34,Indiana Jefferson
Indiana,Jennings,38,Indiana Jennings
Indiana,Johnson,142,Indiana Johnson
Indiana,Knox,38,Indiana Knox
Indiana,Kosciusko,70,Indiana Kosciusko
Indiana,La Porte,159,Indiana La Porte
Indiana,LaGrange,63,Indiana LaGrange
Indiana,Lawrence,64,Indiana Lawrence
Indiana,Madison,102,Indiana Madison
Indiana,Marshall,58,Indiana Marshall
Indiana,Martin,21,Indiana Martin
Indiana,Monroe,110,Indiana Monroe
Indiana,Montgomery,64,Indiana Montgomery
Indiana,Morgan,29,Indiana Morgan
Indiana,Newton,45,Indiana Newton
Indiana,Noble,73,Indiana Noble
Indiana,Ohio,9,Indiana Ohio
Indiana,Orange,30,Indiana Orange
Indiana,Owen,33,Indiana Owen
Indiana,Parke,37,Indiana Parke
Indiana,Perry,17,Indiana Perry
Indiana,Pike,27,Indiana Pike
Indiana,Porter,150,Indiana Porter
Indiana,Posey,13,Indiana Posey
Indiana,Pulaski,42,Indiana Pulaski
Indiana,Putnam,36,Indiana Putnam
Indiana,Randolph,41,Indiana Randolph
Indiana,Ripley,28,Indiana Ripley
Indiana,Rush,26,Indiana Rush
Indiana,Scott,26,Indiana Scott
Indiana,Shelby,85,Indiana Shelby
Indiana,Spencer,15,Indiana Spencer
Indiana,St. Joseph,267,Indiana St. Joseph
Indiana,Starke,26,Indiana Starke
Indiana,Steuben,58,Indiana Steuben
Indiana,Sullivan,34,Indiana Sullivan
Indiana,Switzerland,31,Indiana Switzerland
Indiana,Tippecanoe,142,Indiana Tippecanoe
Indiana,Tipton,27,Indiana Tipton
Indiana,Vanderburgh,258,Indiana Vanderburgh
Indiana,Vermillion,23,Indiana Vermillion
